year,tong_luc,tong_luk,tong_lua_tom,tong_tsl,tong_bhk,tong_lnk,climate_maxTAS_thuysan,climate_maxPR_thuysan,climate_maxTAS_caytrong,climate_minPR_caytrong,dt_tsl_risk,dt_lua_caqrisk
2030,676000.0,729725.0,52250.0,764050.0,219525.0,545600.0,33.0,400.0,33.5,120.0,0.0,0.0
2030,671450.0,725675.0,52275.0,698875.0,219650.0,494650.0,33.0,400.0,33.5,120.0,0.0,0.0
2030,674475.0,731350.0,52300.0,748175.0,223300.0,544000.0,33.0,400.0,33.5,120.0,0.0,0.0
2030,674875.0,640200.0,52275.0,756300.0,221250.0,538325.0,33.0,400.0,33.5,120.0,0.0,0.0
2031,653825.0,732425.0,48725.0,765650.0,222450.0,547425.0,33.0,400.0,33.5,120.0,0.0,0.0
2031,659175.0,732725.0,48700.0,767850.0,224725.0,546125.0,33.0,400.0,33.5,120.0,0.0,0.0
2031,671900.0,733600.0,48700.0,747700.0,222200.0,547600.0,33.0,400.0,33.5,120.0,0.0,0.0
2031,671750.0,718650.0,48700.0,766475.0,221700.0,536525.0,33.0,400.0,33.5,120.0,0.0,0.0
2031,670625.0,731500.0,48725.0,746750.0,222875.0,547400.0,33.0,400.0,33.5,120.0,0.0,0.0
2031,668650.0,726450.0,48725.0,762775.0,203975.0,545750.0,33.0,400.0,33.5,120.0,0.0,0.0
2031,669275.0,731475.0,48700.0,763475.0,222500.0,545525.0,33.0,400.0,33.5,120.0,0.0,0.0
2031,672300.0,731575.0,48725.0,768575.0,221700.0,547425.0,33.0,400.0,33.5,120.0,0.0,0.0
2031,655200.0,702250.0,48725.0,766600.0,223800.0,533400.0,33.0,400.0,33.5,120.0,0.0,0.0
2015,847300.0,712375.0,170650.0,569000.0,135525.0,524250.0,33.0,400.0,33.5,120.0,0.0,0.0
2015,834625.0,713450.0,170650.0,572200.0,139675.0,522700.0,33.0,400.0,33.5,120.0,0.0,0.0
2015,866250.0,702600.0,170550.0,564925.0,139475.0,523850.0,33.0,400.0,33.5,120.0,0.0,0.0
2015,873200.0,713250.0,170550.0,572150.0,139575.0,523625.0,33.0,400.0,33.5,120.0,0.0,0.0
2015,873350.0,711300.0,169625.0,572350.0,139300.0,523350.0,33.0,400.0,33.5,120.0,0.0,0.0
2015,867300.0,713050.0,170375.0,572500.0,139575.0,524125.0,33.0,400.0,33.5,120.0,0.0,0.0
2015,847025.0,711550.0,170525.0,572300.0,139625.0,522375.0,33.0,400.0,33.5,120.0,0.0,0.0
2015,844950.0,688300.0,170175.0,548175.0,139125.0,520925.0,33.0,400.0,33.5,120.0,0.0,0.0
2015,868075.0,708575.0,170300.0,564000.0,137625.0,520775.0,33.0,400.0,33.5,120.0,0.0,0.0
2016,830975.0,713625.0,153175.0,612200.0,156675.0,468225.0,33.0,400.0,33.5,120.0,0.0,0.0
2016,813150.0,705150.0,155625.0,611375.0,156600.0,520900.0,33.0,400.0,33.5,120.0,0.0,0.0
2016,832800.0,702075.0,155600.0,611275.0,156650.0,520700.0,33.0,400.0,33.5,120.0,0.0,0.0
2016,830150.0,711275.0,155600.0,578125.0,156350.0,519100.0,33.0,400.0,33.5,120.0,0.0,0.0
2016,832550.0,713450.0,155625.0,603750.0,156625.0,520500.0,33.0,400.0,33.5,120.0,0.0,0.0
2016,789850.0,698150.0,155575.0,610750.0,153675.0,519800.0,33.0,400.0,33.5,120.0,0.0,0.0
2016,790050.0,657275.0,155175.0,607150.0,156625.0,517300.0,33.0,400.0,33.5,120.0,0.0,0.0
2016,831800.0,713175.0,155600.0,608275.0,156525.0,520625.0,33.0,400.0,33.5,120.0,0.0,0.0
2016,832075.0,689450.0,155575.0,610925.0,156225.0,520675.0,33.0,400.0,33.5,120.0,0.0,0.0
2017,806250.0,713725.0,142775.0,634050.0,169625.0,519725.0,33.0,400.0,33.5,120.0,0.0,0.0
2017,806075.0,666575.0,142900.0,615675.0,166575.0,520825.0,33.0,400.0,33.5,120.0,0.0,0.0
2017,791200.0,714125.0,142925.0,625350.0,169175.0,520350.0,33.0,400.0,33.5,120.0,0.0,0.0
2017,790375.0,710250.0,142825.0,636450.0,169525.0,520375.0,33.0,400.0,33.5,120.0,0.0,0.0
2017,805350.0,714000.0,142900.0,637750.0,169425.0,520825.0,33.0,400.0,33.5,120.0,0.0,0.0
2017,806500.0,708750.0,142700.0,635075.0,166950.0,498625.0,33.0,400.0,33.5,120.0,0.0,0.0
2017,806200.0,695050.0,142825.0,636525.0,169525.0,520925.0,33.0,400.0,33.5,120.0,0.0,0.0
2017,799475.0,707250.0,142400.0,632825.0,169175.0,518325.0,33.0,400.0,33.5,120.0,0.0,0.0
2017,762225.0,700000.0,142875.0,635600.0,169400.0,518450.0,33.0,400.0,33.5,120.0,0.0,0.0
2018,783075.0,714400.0,131575.0,653775.0,181250.0,522975.0,33.0,400.0,33.5,120.0,0.0,0.0
2018,755550.0,714925.0,131725.0,622975.0,181075.0,521250.0,33.0,400.0,33.5,120.0,0.0,0.0
2018,784000.0,716350.0,131725.0,656000.0,181375.0,522000.0,33.0,400.0,33.5,120.0,0.0,0.0
2018,785000.0,715400.0,131675.0,654625.0,180700.0,521775.0,33.0,400.0,33.5,120.0,0.0,0.0
2018,784075.0,715900.0,125600.0,655425.0,181475.0,522100.0,33.0,400.0,33.5,120.0,0.0,0.0
2018,783350.0,716175.0,120150.0,655250.0,181600.0,518550.0,33.0,400.0,33.5,120.0,0.0,0.0
2018,758200.0,711550.0,131200.0,613400.0,175300.0,496075.0,33.0,400.0,33.5,120.0,0.0,0.0
2018,782725.0,688900.0,131525.0,653000.0,181525.0,519975.0,33.0,400.0,33.5,120.0,0.0,0.0
2018,785075.0,716200.0,131525.0,647925.0,180975.0,523275.0,33.0,400.0,33.5,120.0,0.0,0.0
2019,763075.0,692675.0,121325.0,653625.0,189725.0,524900.0,33.0,400.0,33.5,120.0,0.0,0.0
2019,768425.0,718425.0,121325.0,670700.0,190075.0,522725.0,33.0,400.0,33.5,120.0,0.0,0.0
2019,745625.0,717975.0,121350.0,663525.0,187150.0,521575.0,33.0,400.0,33.5,120.0,0.0,0.0
2019,747600.0,716625.0,121275.0,671175.0,181625.0,523050.0,33.0,400.0,33.5,120.0,0.0,0.0
2019,765550.0,702650.0,121275.0,670375.0,189450.0,525175.0,33.0,400.0,33.5,120.0,0.0,0.0
2019,766375.0,717725.0,121275.0,670025.0,189750.0,523475.0,33.0,400.0,33.5,120.0,0.0,0.0
2019,755300.0,709000.0,121225.0,644350.0,189025.0,517375.0,33.0,400.0,33.5,120.0,0.0,0.0
2019,764925.0,715875.0,121200.0,670350.0,189700.0,461300.0,33.0,400.0,33.5,120.0,0.0,0.0
